Stock,Quantity,Side,Status
OSCR,21,buy,completed
QCOM,21,buy,completed
SQ,21,buy,completed
AAPL,173,sell,completed
ANF,6,buy,completed
CAVA,6,buy,completed
CDE,6,buy,completed
DYN,6,buy,completed
FTAI,6,buy,completed
GM,6,buy,completed
LUMN,6,buy,completed
NVDA,6,buy,completed
PI,6,buy,completed
SNAP,6,buy,completed
TLN,6,buy,completed
WING,6,buy,completed
ZETA,509,sell,completed
CORZ,515,buy,completed
AAPL,173,buy,completed
AMRX,21,sell,completed
AMZN,21,sell,completed
ASTS,21,sell,completed
DOMO,21,sell,completed
FYBR,21,sell,completed
GS,21,sell,completed
MS,21,sell,completed
MSFT,21,sell,completed
NIO,21,sell,completed
OSCR,21,sell,completed
QCOM,21,sell,completed
SQ,21,sell,completed
BAC,194,sell,completed
AMRX,5,sell,completed
AMZN,5,sell,completed
ANF,45,sell,completed
ASTS,5,sell,completed
BAC,194,buy,completed
CAVA,45,sell,completed
CDE,45,sell,completed
CORZ,515,sell,completed
DOMO,5,sell,completed
DYN,45,sell,completed
FTAI,45,sell,completed
FYBR,5,sell,completed
GM,45,sell,completed
GS,5,sell,completed
LUMN,45,sell,completed
MS,5,sell,completed
MSFT,5,sell,completed
NIO,5,sell,completed
NVDA,45,sell,completed
OSCR,5,sell,completed
PI,45,sell,completed
QCOM,5,sell,completed
SNAP,45,sell,completed
SQ,5,sell,completed
TLN,45,sell,completed
WING,45,sell,completed
CVNA,470,buy,completed
TLRY,199,sell,completed
AMRX,26,buy,completed
AMZN,26,buy,completed
ANF,39,buy,completed
ASTS,26,buy,completed
CAVA,39,buy,completed
CDE,39,buy,completed
CVNA,470,sell,completed
DOMO,26,buy,completed
DYN,39,buy,completed
FTAI,39,buy,completed
FYBR,26,buy,completed
GM,39,buy,completed
GS,26,buy,completed
LUMN,39,buy,completed
MS,26,buy,completed
MSFT,26,buy,completed
NIO,26,buy,completed
NVDA,39,buy,completed
OSCR,26,buy,completed
PI,39,buy,completed
QCOM,26,buy,completed
SNAP,39,buy,completed
SQ,26,buy,completed
TLN,39,buy,completed
TLRY,199,buy,completed
WING,39,buy,completed
ZETA,509,buy,completed
AAPL,173,sell,completed
ANF,6,buy,completed
CAVA,6,buy,completed
CDE,6,buy,completed
DYN,6,buy,completed
FTAI,6,buy,completed
GM,6,buy,completed
LUMN,6,buy,completed
NVDA,6,buy,completed
PI,6,buy,completed
SNAP,6,buy,completed
TLN,6,buy,completed
WING,6,buy,completed
ZETA,509,sell,completed
CORZ,515,buy,completed
AAPL,173,buy,completed
AMRX,21,sell,completed
AMZN,21,sell,completed
ASTS,21,sell,completed
DOMO,21,sell,completed
FYBR,21,sell,completed
GS,21,sell,completed
MS,21,sell,completed
MSFT,21,sell,completed
NIO,21,sell,completed
OSCR,21,sell,completed
QCOM,21,sell,completed
SQ,21,sell,completed
BAC,194,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ASTS,4,sell,completed
BAC,194,buy,completed
DOMO,4,sell,completed
FYBR,4,sell,completed
GS,4,sell,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
OSCR,4,sell,completed
QCOM,4,sell,completed
SQ,4,sell,completed
TLRY,198,sell,completed
AMRX,5,buy,completed
AMZN,5,buy,completed
ASTS,5,buy,completed
DOMO,5,buy,completed
FYBR,5,buy,completed
GS,5,buy,completed
MS,5,buy,completed
MSFT,5,buy,completed
NIO,5,buy,completed
OSCR,5,buy,completed
QCOM,5,buy,completed
SQ,5,buy,completed
TLRY,198,buy,completed
BAC,193,sell,completed
AMRX,1,sell,completed
AMZN,1,sell,completed
ANF,9,sell,completed
ASTS,1,sell,completed
BAC,1,sell,completed
CAVA,9,sell,completed
CDE,9,sell,completed
CORZ,515,sell,completed
DOMO,1,sell,completed
DYN,9,sell,completed
FTAI,9,sell,completed
FYBR,1,sell,completed
GM,9,sell,completed
GS,1,sell,completed
LUMN,9,sell,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
NVDA,9,sell,completed
OSCR,1,sell,completed
PI,9,sell,completed
QCOM,1,sell,completed
SNAP,9,sell,completed
SQ,1,sell,completed
TLN,9,sell,completed
WING,9,sell,completed
ERJ,506,buy,completed
ANF,9,buy,completed
CAVA,9,buy,completed
CDE,9,buy,completed
DYN,9,buy,completed
ERJ,506,sell,completed
FTAI,9,buy,completed
GM,9,buy,completed
LUMN,9,buy,completed
NVDA,9,buy,completed
PI,9,buy,completed
SNAP,9,buy,completed
TLN,9,buy,completed
WING,9,buy,completed
CORZ,515,buy,completed
AMRX,1,buy,completed
AMZN,1,buy,completed
ANF,190,buy,completed
ASTS,1,buy,completed
BAC,1,buy,completed
CAVA,190,buy,completed
CDE,190,buy,completed
CORZ,190,buy,completed
DOMO,1,buy,completed
DYN,190,buy,completed
FTAI,190,buy,completed
FYBR,1,buy,completed
GM,190,buy,completed
GS,1,buy,completed
LUMN,190,buy,completed
MS,1,buy,completed
MSFT,1,buy,completed
NIO,1,buy,completed
NVDA,190,buy,completed
OSCR,1,buy,completed
PI,190,buy,completed
QCOM,1,buy,completed
SNAP,190,buy,completed
SQ,1,buy,completed
TLN,190,buy,completed
WING,515,sell,completed
ERJ,705,buy,completed
AMRX,32,buy,completed
AMZN,32,buy,completed
ANF,33,buy,completed
ASTS,32,buy,completed
BAC,193,buy,completed
CAVA,33,buy,completed
CDE,33,buy,completed
CORZ,33,buy,completed
DOMO,32,buy,completed
DYN,33,buy,completed
ERJ,33,buy,completed
FTAI,33,buy,completed
FYBR,32,buy,completed
GM,33,buy,completed
GS,32,buy,completed
LUMN,33,buy,completed
MS,32,buy,completed
MSFT,32,buy,completed
NIO,32,buy,completed
NVDA,705,sell,completed
OSCR,32,buy,completed
PI,33,buy,completed
QCOM,32,buy,completed
SNAP,33,buy,completed
SQ,32,buy,completed
TLN,33,buy,completed
INSM,738,buy,completed
PANW,161,sell,completed
AMRX,161,buy,completed
AMZN,13,buy,completed
ANF,1,sell,completed
ASTS,13,buy,completed
CAVA,1,sell,completed
CDE,1,sell,completed
CORZ,1,sell,completed
DOMO,13,buy,completed
DYN,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,13,buy,completed
GM,1,sell,completed
GS,13,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MS,13,buy,completed
MSFT,13,buy,completed
NIO,13,buy,completed
OSCR,13,buy,completed
PANW,13,buy,completed
PI,1,sell,completed
QCOM,13,buy,completed
SNAP,1,sell,completed
SQ,13,buy,completed
TLN,1,sell,completed
TM,148,sell,completed
AMZN,22,sell,completed
ASTS,22,sell,completed
DOMO,22,sell,completed
FYBR,22,sell,completed
GS,22,sell,completed
MS,22,sell,completed
MSFT,22,sell,completed
NIO,22,sell,completed
OSCR,22,sell,completed
PANW,148,buy,completed
QCOM,22,sell,completed
SQ,22,sell,completed
TM,148,buy,completed
AAPL,170,sell,completed
BAC,170,sell,completed
AAPL,170,buy,completed
AMZN,24,sell,completed
ANF,65,sell,completed
ASTS,24,sell,completed
BAC,24,sell,completed
CAVA,65,sell,completed
CDE,65,sell,completed
CORZ,737,sell,completed
DOMO,24,sell,completed
DYN,65,sell,completed
ERJ,65,sell,completed
FTAI,65,sell,completed
FYBR,24,sell,completed
GM,65,sell,completed
GS,24,sell,completed
INSM,65,sell,completed
LUMN,65,sell,completed
MS,24,sell,completed
MSFT,24,sell,completed
NIO,24,sell,completed
OSCR,24,sell,completed
PI,65,sell,completed
QCOM,24,sell,completed
SNAP,65,sell,completed
SQ,24,sell,completed
TLN,65,sell,completed
MMYT,672,buy,completed
TLRY,194,sell,completed
AMZN,24,buy,completed
ASTS,24,buy,completed
BAC,24,buy,completed
DOMO,24,buy,completed
FYBR,24,buy,completed
GS,24,buy,completed
MS,24,buy,completed
MSFT,24,buy,completed
NIO,24,buy,completed
OSCR,24,buy,completed
QCOM,24,buy,completed
SQ,24,buy,completed
TLRY,194,buy,completed
AAPL,170,sell,completed
AAPL,170,buy,completed
AMZN,23,sell,completed
ANF,44,buy,completed
ASTS,23,sell,completed
BAC,23,sell,completed
CAVA,44,buy,completed
CDE,44,buy,completed
DOMO,23,sell,completed
DYN,44,buy,completed
ERJ,44,buy,completed
FTAI,44,buy,completed
FYBR,23,sell,completed
GM,44,buy,completed
GS,23,sell,completed
INSM,672,sell,completed
LUMN,44,buy,completed
MMYT,44,buy,completed
MS,23,sell,completed
MSFT,23,sell,completed
NIO,23,sell,completed
OSCR,23,sell,completed
PI,44,buy,completed
QCOM,23,sell,completed
SNAP,44,buy,completed
SQ,23,sell,completed
TLN,44,buy,completed
CORZ,716,buy,completed
AMRX,193,sell,completed
AMRX,193,buy,completed
AMZN,24,buy,completed
ANF,21,buy,completed
ASTS,24,buy,completed
BAC,24,buy,completed
CAVA,21,buy,completed
CDE,21,buy,completed
CORZ,21,buy,completed
DOMO,24,buy,completed
DYN,21,buy,completed
ERJ,21,buy,completed
FTAI,21,buy,completed
FYBR,24,buy,completed
GM,21,buy,completed
GS,24,buy,completed
LUMN,21,buy,completed
MMYT,716,sell,completed
MS,24,buy,completed
MSFT,24,buy,completed
NIO,24,buy,completed
OSCR,24,buy,completed
PI,21,buy,completed
QCOM,24,buy,completed
SNAP,21,buy,completed
SQ,24,buy,completed
TLN,21,buy,completed
INSM,737,buy,completed
AAPL,169,sell,completed
ANF,189,sell,completed
CAVA,189,sell,completed
CDE,189,sell,completed
CORZ,189,sell,completed
DYN,189,sell,completed
ERJ,189,sell,completed
FTAI,189,sell,completed
GM,189,sell,completed
INSM,737,sell,completed
LUMN,189,sell,completed
PI,189,sell,completed
SNAP,189,sell,completed
TLN,189,sell,completed
WING,548,buy,completed
AAPL,6,buy,completed
AMZN,6,buy,completed
ANF,188,buy,completed
ASTS,6,buy,completed
BAC,169,buy,completed
CAVA,188,buy,completed
CDE,188,buy,completed
CORZ,188,buy,completed
DOMO,6,buy,completed
DYN,188,buy,completed
ERJ,188,buy,completed
FTAI,188,buy,completed
FYBR,6,buy,completed
GM,188,buy,completed
GS,6,buy,completed
LUMN,188,buy,completed
MS,6,buy,completed
MSFT,6,buy,completed
NIO,6,buy,completed
OSCR,6,buy,completed
PI,188,buy,completed
QCOM,6,buy,completed
SNAP,188,buy,completed
SQ,6,buy,completed
TLN,188,buy,completed
WING,548,sell,completed
INSM,736,buy,completed
SFM,163,sell,completed
AAPL,6,sell,completed
AMZN,6,sell,completed
ANF,21,sell,completed
ASTS,6,sell,completed
CAVA,21,sell,completed
CDE,21,sell,completed
CORZ,21,sell,completed
DOMO,6,sell,completed
DYN,21,sell,completed
ERJ,21,sell,completed
FTAI,21,sell,completed
FYBR,6,sell,completed
GM,21,sell,completed
GS,6,sell,completed
INSM,736,sell,completed
LUMN,21,sell,completed
MS,6,sell,completed
MSFT,6,sell,completed
NIO,6,sell,completed
OSCR,6,sell,completed
PI,21,sell,completed
QCOM,6,sell,completed
SFM,163,buy,completed
SNAP,21,sell,completed
SQ,6,sell,completed
TLN,21,sell,completed
MMYT,715,buy,completed
BAC,169,sell,completed
AAPL,169,buy,completed
AMZN,28,sell,completed
ANF,44,sell,completed
ASTS,28,sell,completed
BAC,169,buy,completed
CAVA,44,sell,completed
CDE,44,sell,completed
CORZ,715,sell,completed
DOMO,28,sell,completed
DYN,44,sell,completed
ERJ,44,sell,completed
FTAI,44,sell,completed
FYBR,28,sell,completed
GM,44,sell,completed
GS,28,sell,completed
LUMN,44,sell,completed
MMYT,44,sell,completed
MS,28,sell,completed
MSFT,28,sell,completed
NIO,28,sell,completed
OSCR,28,sell,completed
PI,44,sell,completed
QCOM,28,sell,completed
SNAP,44,sell,completed
SQ,28,sell,completed
TLN,44,sell,completed
INSM,671,buy,completed
TLRY,197,sell,completed
AMRX,197,sell,completed
AMRX,197,buy,completed
AMZN,1,sell,completed
ANF,44,buy,completed
ASTS,1,sell,completed
CAVA,44,buy,completed
CDE,44,buy,completed
DOMO,1,sell,completed
DYN,44,buy,completed
ERJ,44,buy,completed
FTAI,44,buy,completed
FYBR,1,sell,completed
GM,44,buy,completed
GS,1,sell,completed
INSM,671,sell,completed
LUMN,44,buy,completed
MMYT,44,buy,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
OSCR,1,sell,completed
PI,44,buy,completed
QCOM,1,sell,completed
SNAP,44,buy,completed
SQ,1,sell,completed
TLN,44,buy,completed
TLRY,1,sell,completed
CORZ,715,buy,completed
CGC,198,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,198,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
FYBR,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMZN,12,buy,completed
ANF,44,sell,completed
ASTS,12,buy,completed
CAVA,44,sell,completed
CDE,44,sell,completed
CORZ,715,sell,completed
DOMO,12,buy,completed
DYN,44,sell,completed
ERJ,44,sell,completed
FTAI,44,sell,completed
FYBR,12,buy,completed
GM,44,sell,completed
GS,12,buy,completed
LUMN,44,sell,completed
MMYT,44,sell,completed
MS,12,buy,completed
MSFT,12,buy,completed
NIO,12,buy,completed
OSCR,12,buy,completed
PI,44,sell,completed
QCOM,12,buy,completed
SNAP,44,sell,completed
SQ,12,buy,completed
TLN,44,sell,completed
TLRY,12,buy,completed
INSM,671,buy,completed
SFM,186,sell,completed
ANF,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
DYN,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MMYT,1,sell,completed
PI,1,sell,completed
SNAP,1,sell,completed
TLN,1,sell,completed
AMZN,3,sell,completed
ANF,20,buy,completed
ASTS,3,sell,completed
CAVA,20,buy,completed
CDE,20,buy,completed
DOMO,3,sell,completed
DYN,670,sell,completed
ERJ,20,buy,completed
FTAI,20,buy,completed
FYBR,186,buy,completed
GM,20,buy,completed
GS,3,sell,completed
INSM,20,buy,completed
LUMN,20,buy,completed
MMYT,20,buy,completed
MS,3,sell,completed
MSFT,3,sell,completed
NIO,3,sell,completed
OSCR,3,sell,completed
PI,20,buy,completed
QCOM,3,sell,completed
SFM,3,sell,completed
SNAP,20,buy,completed
SQ,3,sell,completed
TLN,20,buy,completed
TLRY,3,sell,completed
BRFS,690,buy,completed
AMRX,189,sell,completed
ANF,19,sell,completed
BRFS,690,sell,completed
CAVA,19,sell,completed
CDE,19,sell,completed
ERJ,19,sell,completed
FTAI,19,sell,completed
GM,19,sell,completed
INSM,19,sell,completed
LUMN,19,sell,completed
MMYT,19,sell,completed
PI,19,sell,completed
SNAP,19,sell,completed
TLN,19,sell,completed
DYN,671,buy,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ANF,19,buy,completed
ASTS,4,buy,completed
CAVA,19,buy,completed
CDE,19,buy,completed
DOMO,4,buy,completed
DYN,671,sell,completed
ERJ,19,buy,completed
FTAI,19,buy,completed
GM,19,buy,completed
GS,4,buy,completed
INSM,19,buy,completed
LUMN,19,buy,completed
MMYT,19,buy,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
OSCR,4,buy,completed
PI,19,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,19,buy,completed
SQ,4,buy,completed
TLN,19,buy,completed
TLRY,189,buy,completed
BRFS,690,buy,completed
FYBR,185,sell,completed
ANF,20,sell,completed
BRFS,690,sell,completed
CAVA,20,sell,completed
CDE,20,sell,completed
ERJ,20,sell,completed
FTAI,20,sell,completed
GM,20,sell,completed
INSM,20,sell,completed
LUMN,20,sell,completed
MMYT,20,sell,completed
PI,20,sell,completed
SNAP,20,sell,completed
TLN,20,sell,completed
DYN,670,buy,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ANF,142,buy,completed
ASTS,4,sell,completed
CAVA,142,buy,completed
CDE,142,buy,completed
DOMO,4,sell,completed
DYN,142,buy,completed
ERJ,142,buy,completed
FTAI,142,buy,completed
FYBR,185,buy,completed
GM,142,buy,completed
GS,4,sell,completed
INSM,142,buy,completed
LUMN,142,buy,completed
MMYT,142,buy,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
OSCR,4,sell,completed
PI,670,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SNAP,142,buy,completed
SQ,4,sell,completed
TLN,142,buy,completed
BRFS,812,buy,completed
TLRY,189,sell,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ANF,1,sell,completed
ASTS,4,buy,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
DOMO,4,buy,completed
DYN,1,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
GS,4,buy,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MMYT,1,sell,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
OSCR,4,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,1,sell,completed
SQ,4,buy,completed
TLN,1,sell,completed
TLRY,189,buy,completed
FYBR,185,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ASTS,4,sell,completed
DOMO,4,sell,completed
FYBR,185,buy,completed
GS,4,sell,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
OSCR,4,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SQ,4,sell,completed
TLRY,189,sell,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ANF,192,sell,completed
ASTS,4,buy,completed
BRFS,811,sell,completed
CAVA,192,sell,completed
CDE,192,sell,completed
DOMO,4,buy,completed
DYN,811,sell,completed
ERJ,192,sell,completed
FTAI,192,sell,completed
GM,192,sell,completed
GS,4,buy,completed
INSM,192,sell,completed
LUMN,192,sell,completed
MMYT,192,sell,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
OSCR,4,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,192,sell,completed
SQ,4,buy,completed
TLN,192,sell,completed
TLRY,189,buy,completed
PI,619,buy,completed
NVDA,619,buy,completed
FYBR,185,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ANF,117,buy,completed
ASTS,4,sell,completed
CAVA,117,buy,completed
CDE,117,buy,completed
DOMO,4,sell,completed
ERJ,117,buy,completed
FTAI,117,buy,completed
FYBR,185,buy,completed
GM,117,buy,completed
GS,4,sell,completed
INSM,117,buy,completed
LUMN,117,buy,completed
MMYT,117,buy,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
NVDA,117,buy,completed
OSCR,4,sell,completed
PI,619,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SNAP,117,buy,completed
SQ,4,sell,completed
TLN,117,buy,completed
BRFS,736,buy,completed
TLRY,189,sell,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ANF,59,sell,completed
ASTS,4,buy,completed
BRFS,59,sell,completed
CAVA,59,sell,completed
CDE,59,sell,completed
DOMO,4,buy,completed
ERJ,59,sell,completed
FTAI,59,sell,completed
GM,59,sell,completed
GS,4,buy,completed
INSM,59,sell,completed
LUMN,59,sell,completed
MMYT,736,sell,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
NVDA,59,sell,completed
OSCR,4,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,59,sell,completed
SQ,4,buy,completed
TLN,59,sell,completed
TLRY,189,buy,completed
PI,677,buy,completed
FYBR,185,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ANF,1,sell,completed
ASTS,4,sell,completed
BRFS,1,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
DOMO,4,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
FYBR,185,buy,completed
GM,1,sell,completed
GS,4,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
NVDA,1,sell,completed
OSCR,4,sell,completed
PI,1,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SNAP,1,sell,completed
SQ,4,sell,completed
TLN,1,sell,completed
TLRY,189,sell,completed
ANF,59,sell,completed
BRFS,676,sell,completed
CAVA,59,sell,completed
CDE,59,sell,completed
ERJ,59,sell,completed
FTAI,59,sell,completed
GM,59,sell,completed
INSM,59,sell,completed
LUMN,59,sell,completed
NVDA,59,sell,completed
PI,59,sell,completed
SNAP,59,sell,completed
TLN,59,sell,completed
MMYT,617,buy,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ANF,59,buy,completed
ASTS,4,buy,completed
CAVA,59,buy,completed
CDE,59,buy,completed
DOMO,4,buy,completed
ERJ,59,buy,completed
FTAI,59,buy,completed
GM,59,buy,completed
GS,4,buy,completed
INSM,59,buy,completed
LUMN,59,buy,completed
MMYT,617,sell,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
NVDA,59,buy,completed
OSCR,4,buy,completed
PI,59,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SNAP,59,buy,completed
SQ,4,buy,completed
TLN,59,buy,completed
TLRY,189,buy,completed
BRFS,676,buy,completed
FYBR,185,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ANF,59,sell,completed
ASTS,4,sell,completed
BRFS,676,sell,completed
CAVA,59,sell,completed
CDE,59,sell,completed
DOMO,4,sell,completed
ERJ,59,sell,completed
FTAI,59,sell,completed
FYBR,185,buy,completed
GM,59,sell,completed
GS,4,sell,completed
INSM,59,sell,completed
LUMN,59,sell,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
NVDA,59,sell,completed
OSCR,4,sell,completed
PI,59,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SNAP,59,sell,completed
SQ,4,sell,completed
TLN,59,sell,completed
MMYT,617,buy,completed
TLRY,189,sell,completed
AMRX,17,sell,completed
AMZN,17,sell,completed
ANF,1,sell,completed
ASTS,17,sell,completed
CAVA,1,sell,completed
CDE,1,sell,completed
DOMO,17,sell,completed
ERJ,1,sell,completed
FTAI,1,sell,completed
GM,1,sell,completed
GS,17,sell,completed
INSM,1,sell,completed
LUMN,1,sell,completed
MMYT,1,sell,completed
MS,17,sell,completed
MSFT,17,sell,completed
NIO,17,sell,completed
NVDA,1,sell,completed
OSCR,17,sell,completed
PI,1,sell,completed
QCOM,189,buy,completed
SFM,17,sell,completed
SNAP,1,sell,completed
SQ,17,sell,completed
TLN,1,sell,completed
TLRY,17,sell,completed
FYBR,206,sell,completed
AMRX,206,buy,completed
AMZN,20,buy,completed
ASTS,20,buy,completed
DOMO,20,buy,completed
FYBR,20,buy,completed
GS,20,buy,completed
MS,20,buy,completed
MSFT,20,buy,completed
NIO,20,buy,completed
OSCR,20,buy,completed
SFM,20,buy,completed
SQ,20,buy,completed
TLRY,20,buy,completed
QCOM,186,sell,completed
AMZN,3,sell,completed
ASTS,3,sell,completed
DOMO,3,sell,completed
FYBR,186,buy,completed
GS,3,sell,completed
MS,3,sell,completed
MSFT,3,sell,completed
NIO,3,sell,completed
OSCR,3,sell,completed
QCOM,3,sell,completed
SFM,3,sell,completed
SQ,3,sell,completed
TLRY,3,sell,completed
AMRX,189,sell,completed
AMRX,189,buy,completed
AMZN,1,sell,completed
ASTS,1,sell,completed
DOMO,1,sell,completed
GS,1,sell,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
OSCR,1,sell,completed
QCOM,1,sell,completed
SFM,1,sell,completed
SQ,1,sell,completed
TLRY,1,sell,completed
CGC,190,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
CGC,190,sell,"failed: asset ""CGC"" cannot be sold short"
AMZN,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMZN,190,buy,completed
ASTS,24,sell,completed
DOMO,24,sell,completed
GS,24,sell,completed
MS,24,sell,completed
MSFT,24,sell,completed
NIO,24,sell,completed
OSCR,24,sell,completed
QCOM,24,sell,completed
SFM,24,sell,completed
SQ,24,sell,completed
TLRY,24,sell,completed
CGC,214,sell,"failed: asset ""CGC"" cannot be sold short"
AMRX,214,sell,completed
AMRX,0,sell,not completed: qty is 0
ASTS,0,sell,not completed: qty is 0
DOMO,0,sell,not completed: qty is 0
GS,0,sell,not completed: qty is 0
MS,0,sell,not completed: qty is 0
MSFT,0,sell,not completed: qty is 0
NIO,0,sell,not completed: qty is 0
OSCR,0,sell,not completed: qty is 0
QCOM,0,sell,not completed: qty is 0
SFM,0,sell,not completed: qty is 0
SQ,0,sell,not completed: qty is 0
TLRY,0,sell,not completed: qty is 0
AMRX,29,buy,completed
ASTS,29,buy,completed
DOMO,29,buy,completed
GS,29,buy,completed
MS,29,buy,completed
MSFT,29,buy,completed
NIO,29,buy,completed
OSCR,29,buy,completed
QCOM,29,buy,completed
SFM,29,buy,completed
SQ,29,buy,completed
TLRY,214,buy,completed
AMZN,185,sell,completed
FYBR,185,sell,completed
AMRX,4,sell,completed
AMZN,4,sell,completed
ASTS,4,sell,completed
DOMO,4,sell,completed
FYBR,185,buy,completed
GS,4,sell,completed
MS,4,sell,completed
MSFT,4,sell,completed
NIO,4,sell,completed
OSCR,4,sell,completed
QCOM,4,sell,completed
SFM,4,sell,completed
SQ,4,sell,completed
TLRY,189,sell,completed
AMRX,4,buy,completed
AMZN,4,buy,completed
ASTS,4,buy,completed
DOMO,4,buy,completed
GS,4,buy,completed
MS,4,buy,completed
MSFT,4,buy,completed
NIO,4,buy,completed
OSCR,4,buy,completed
QCOM,4,buy,completed
SFM,4,buy,completed
SQ,4,buy,completed
TLRY,189,buy,completed
FYBR,185,sell,completed
AMRX,185,buy,completed
AMZN,1,sell,completed
ASTS,1,sell,completed
DOMO,1,sell,completed
FYBR,1,sell,completed
GS,1,sell,completed
MS,1,sell,completed
MSFT,1,sell,completed
NIO,1,sell,completed
OSCR,1,sell,completed
QCOM,1,sell,completed
SFM,1,sell,completed
SQ,1,sell,completed
TLRY,186,sell,completed
AMZN,1,buy,completed
